track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre
3hm4axDodp2jFEDohQfXxV,Henry,당신이 잠든 사이에 Pt. 2 Original Television Soundtrack,It's You,68,231642,False,0.545,0.468,7,-6.064,1,0.0247,0.637,0.0,0.128,0.279,76.045,4,k-pop
3bjg5cbmuwDoS7e2dAWyRG,BTS,The Most Beautiful Moment in Life Pt.2,Butterfly,70,238861,False,0.461,0.776,6,-4.498,1,0.0565,0.0149,0.0,0.12,0.291,149.985,4,k-pop
6NfXjIsNGXaRaDzdbdxY4m,Alka Yagnik;Udit Narayan,Raaz (Original Motion Picture Soundtrack),Jo Bhi Kasmein,55,339840,False,0.627,0.668,9,-10.134,0,0.0373,0.564,0.0,0.0617,0.732,108.042,4,k-pop
1dMN2vSRoKEGnIjDOmzmrz,BLACKPINK,BORN PINK,The Happiest Girl,67,222025,False,0.439,0.352,0,-9.632,1,0.057,0.587,0.0,0.14,0.548,181.517,3,k-pop
0tjHAK7MZ91hhtCI8C7FHq,Yuvan Shankar Raja;Sid Sriram,"Pinju Pinju Mazhai (From ""Naane Varuvean"")",Pinju Pinju Mazhai,52,318427,False,0.746,0.649,11,-10.096,0,0.0327,0.587,1.23e-05,0.134,0.654,104.984,4,k-pop
4ghGrdxwqLA6ZoCiu0u4IR,BLACKPINK,Kill This Love,Don't Know What To Do,66,201081,False,0.628,0.64,6,-4.164,0,0.0491,0.0992,0.0,0.138,0.409,129.815,4,k-pop
0cx3DUvLuL7iTJ6aUzAZNx,All Ok,Happy,Happy,52,221960,False,0.548,0.604,4,-7.511,1,0.124,0.436,0.0,0.165,0.602,152.728,4,k-pop
0ogQLrVggiaPUbHmRX5LqY,Yuvan Shankar Raja;Sooraj Santhosh,My Playlist: Yuvanshankar Raja,"Kadhal Aasai (From ""Anjaan"")",54,303750,False,0.403,0.826,6,-5.01,1,0.0721,0.493,0.0,0.139,0.358,73.226,4,k-pop
2AeMA6k7ocfbYDZqq8NdV7,Jagjit Singh,Ghazal Maestro - Jagjit Singh,Koi Fariyaad,54,541346,False,0.403,0.439,9,-15.154,0,0.0555,0.073,0.00069,0.0828,0.325,84.822,4,k-pop
1HshHZrFIF5MRXWCZntOPr,Stray Kids,MAXIDENT,CHILL,74,195146,False,0.744,0.923,7,-2.797,1,0.0507,0.115,0.0,0.065,0.522,96.005,4,k-pop
0XuepwFJUcKN8T5zTqoP0F,Stray Kids,IN LIFE,Back Door,73,189286,False,0.82,0.842,7,-3.853,1,0.272,0.157,0.0,0.112,0.653,107.952,4,k-pop
3G1aAxWS2Nd17FQs4PWV6X,BTS,The Most Beautiful Moment in Life Pt.2,Run,70,236748,False,0.554,0.878,11,-3.02,0,0.0513,0.00146,0.0,0.0998,0.55,132.896,4,k-pop
3XEoa8R8XtnVV67uurLZsJ,Yuvan Shankar Raja;Javed Ali;Sowmya Raoh,My Playlist: Yuvanshankar Raja,"Aedho Saigirai (From ""Vaamanan"")",54,292960,False,0.639,0.64,0,-8.381,0,0.0321,0.167,0.00116,0.0937,0.366,84.987,4,k-pop
2QI91Tq1F2Tl0slIaSegs1,Monsta X,ALL ABOUT LUV,GOT MY NUMBER,63,171273,False,0.739,0.474,9,-5.803,1,0.0915,0.0584,2.93e-06,0.128,0.513,96.03,4,k-pop
25MHcbjvSdcfTiFgbKJiZF,BTS,MAP OF THE SOUL : 7,Inner Child,70,233265,False,0.589,0.696,11,-7.981,1,0.0725,0.017,0.0,0.0808,0.33,134.953,4,k-pop
2S41NYKvhfm94DbWLjLUmH,Vijay Antony;Surchith;Sangeetha Rajeshwaran,Vettaikaaran (Original Motion Picture Soundtrack),Karigalan,54,255413,False,0.795,0.832,5,-3.215,0,0.0676,0.294,0.0,0.343,0.773,131.986,4,k-pop
1acxzJSLNUISeYPGa5IOZ3,Alka Yagnik,Saajan (Original Motion Picture Soundtrack),Too Shayar Hai Main Teri Shayari,54,389906,False,0.489,0.739,2,-9.743,1,0.036,0.602,4.25e-06,0.0427,0.692,117.955,4,k-pop
70XnKsO3UnIT4FnEwChQXx,j-hope,Jack In The Box,#NAME?,73,114477,False,0.673,0.75,9,-5.831,1,0.0655,0.0155,5.44e-06,0.348,0.708,105.848,4,k-pop
7DEKa5Z7Cl8s3Y7imb88OM,BTS;Steve Aoki,Love Yourself 轉 'Tear',The Truth Untold (feat. Steve Aoki),71,242292,False,0.571,0.422,1,-7.561,0,0.0422,0.374,0.0,0.127,0.169,113.016,4,k-pop
6gdhAfSwSyWOgF5dUIJDUk,Dhanush,Autograph & Pudukkotayiliruthu Saravanan,"Nattu Sarakku - Language: Tamil; Film: Pudukkottaielerunthusaravanan; Film Artists: Dhanush, Aparna",54,276546,False,0.666,0.741,0,-10.85,0,0.261,0.224,0.0,0.447,0.916,75.186,4,k-pop
3tP6QKbXvtrxiDI7QwKyUf,BLACKPINK,SQUARE TWO,STAY,71,230322,False,0.63,0.432,1,-6.721,1,0.0357,0.551,5.84e-06,0.0962,0.343,87.959,4,k-pop
34OSqW5ULWxmCEMjJ1ZgVW,BTS,Love Yourself 轉 'Tear',Anpanman,70,232966,False,0.813,0.876,1,-2.92,0,0.0922,0.024,0.0,0.287,0.757,98.989,4,k-pop
2kAZP4MIGCitpBHn358pgU,Yuvan Shankar Raja;Bhavatharini;Rizwan,"Meherezylaa (From ""Maanaadu"")","Meherezylaa - From ""Maanaadu""",53,259200,False,0.734,0.721,9,-5.806,0,0.0556,0.157,2.96e-06,0.256,0.387,100.043,4,k-pop
4t2lPMOLcSRgbI2fZ7iYve,Yuvan Shankar Raja;Priya Hemesh,Take 10: Yuvanshankar Raja,"Aathadi Manasudhan (From ""Kazhugoo"")",52,309666,False,0.639,0.476,3,-7.675,0,0.043,0.138,0.0523,0.0865,0.353,160.093,4,k-pop
6O734u9qnz6B4gWMyszWhi,BTS,The Most Beautiful Moment in Life Pt.2,Silver Spoon,71,233160,False,0.65,0.879,9,-2.886,1,0.073,0.00104,0.0,0.0483,0.536,166.895,4,k-pop
7rwZD6MHLSuF2d9h5bnZPz,Alka Yagnik;Kumar Sanu,Bollywood Melody Queen (Alka Yagnik),"Chura Ke Dil Mera (From ""Main Khiladi Tu Anari"")",55,474653,False,0.613,0.696,8,-9.486,0,0.0504,0.136,0.00222,0.053,0.874,122.056,4,k-pop
6KhAXXgDtEEahVzATvFNcn,BTS,MAP OF THE SOUL : 7,Moon,70,208589,False,0.704,0.646,6,-6.658,1,0.0596,0.0104,0.0,0.191,0.64,141.87,4,k-pop
59SBaFrtyppqNhyzDpKx3j,Yuvan Shankar Raja;Silambarasan TR;T. Rajendar;Suchitra;Mahathi,Vallavan (Original Motion Picture Soundtrack),Ammadi Aathadi,53,329693,False,0.694,0.829,5,-7.738,0,0.124,0.52,0.000191,0.0789,0.699,80.018,4,k-pop
1jZZm43y7RPuwjJQ5LrGHe,BTS,Skool Luv Affair,Jump,67,236488,False,0.495,0.974,7,-0.947,0,0.282,0.0349,0.0,0.44,0.763,102.077,4,k-pop
4ePEjnKNSifPi60lYnJvoK,Alka Yagnik;Vinod Rathod,Bollywood Melody Queen (Alka Yagnik),"Aisi Deewangi (From ""Deewana"")",54,415476,False,0.444,0.755,1,-9.801,0,0.0528,0.512,7.71e-05,0.0554,0.619,115.051,4,k-pop
4nVUk0Ff9fKbeNQHaYlnyw,Vijay Antony;Sukhwinder Singh;Gayathri,Dishyum (Original Background Score),Kitta Nerungi Vaadi,54,257066,False,0.798,0.813,9,-6.198,0,0.205,0.502,0.0,0.0846,0.802,89.807,3,k-pop
6j8i9SWR1MG6XpwqxFhmJy,Vidyasagar;Madhu Balakrishnan,Abhiyum Naanum (Original Motion Picture Soundtrack),Vaa Vaa En Devadhai,54,289920,False,0.721,0.683,11,-6.577,0,0.0252,0.238,8.08e-06,0.092,0.901,112.991,4,k-pop
4co1QFnOx9cpKRp3Ru6eJF,Vijay Antony;Janaki Iyer;VV Prassanna,Ninaithale Inikkum (Original Motion Picture Soundtrack),Azhagaai Pookkuthey,54,296813,False,0.618,0.522,4,-7.94,0,0.0461,0.695,8.94e-06,0.0944,0.356,149.825,4,k-pop
1dfsPqH09vnzUWEOsN98Ex,SEULGI,28 Reasons - The 1st Mini Album,28 Reasons,78,189413,False,0.766,0.651,5,-3.546,0,0.0952,0.211,2.51e-06,0.144,0.488,121.995,4,k-pop
6t7WriKgVszATnrdBKSUAf,BTS,Skool Luv Affair,Just One Day,69,239469,False,0.685,0.713,6,-4.705,0,0.266,0.179,0.0,0.377,0.301,95.092,4,k-pop
55Ctj6nVfobn9AcPe6sLG2,BTS,2 Cool 4 Skool,Like,72,231893,False,0.737,0.723,0,-4.165,0,0.0705,0.303,0.0,0.26,0.783,100.939,4,k-pop
2RIFyeYTPMHesJsWPW2Z8v,Jubin Nautiyal,Kaabil,Kisi Se Pyar Ho Jaye,53,250457,False,0.615,0.58,9,-7.477,0,0.0411,0.332,0.0,0.148,0.498,87.977,4,k-pop
5xrtzzzikpG3BLbo4q1Yul,IU,IU 5th Album 'LILAC',LILAC,73,214253,False,0.738,0.89,2,-2.275,0,0.0748,0.0895,1.89e-06,0.213,0.75,114.942,4,k-pop
1lhm29o3syw122xynSKaAK,Sam Kim,"Nevertheless, (Original Television Soundtrack, Pt. 6)",Love Me Like That,71,211363,False,0.59,0.294,9,-8.125,1,0.0654,0.854,0.0,0.0873,0.461,87.895,4,k-pop
7eYJ9NjhLPtCjyoJfWpfMr,Jubin Nautiyal;Kunaal-Rangon,"Phir Mulaaqat (From ""Cheat India"")","Phir Mulaaqat (From ""Cheat India"")",53,250017,False,0.5,0.539,9,-8.127,0,0.0593,0.572,0.0,0.323,0.29,140.078,3,k-pop
56Ne0akGQ4GHPxS9MOL57G,Anuradha Paudwal;Kumar Sanu,Aashiqui,Nazar Ke Samne,53,335213,False,0.458,0.51,11,-8.287,0,0.0331,0.715,6.37e-05,0.0814,0.526,142.993,4,k-pop
0VPVC9SAd50YMPhHfCz7F6,Alka Yagnik;Udit Narayan,Mohra (Original Motion Picture Soundtrack),Tip Tip Barsa Paani,53,363013,False,0.602,0.874,5,-8.529,0,0.0377,0.521,0.0313,0.113,0.691,103.198,4,k-pop
3lrNsPdn98i6rxO142pLT6,NMIXX,AD MARE,O.O,75,172936,False,0.39,0.767,11,-3.918,0,0.293,0.0354,4.26e-06,0.0601,0.285,200.263,4,k-pop
3lT4SlZVvqLhMeiuBv7gHW,Jubin Nautiyal,Romantic Hits By Jubin Nautiyal,"Tujhe Kitna Chahein Aur (Film Version) [From ""Kabir Singh""]",53,276244,False,0.358,0.252,11,-9.51,1,0.0346,0.604,0.0,0.0915,0.284,145.549,4,k-pop
1IG0qJeHJRbPPv5iK51TfI,All Ok,Don't Worry,Don't Worry,51,210918,False,0.637,0.685,1,-6.028,0,0.106,0.444,0.0604,0.123,0.661,87.944,4,k-pop
2ZMkjvuOQOD9HLplTDjbTA,JEON SOMI,XOXO,XOXO,66,207650,False,0.703,0.611,4,-6.376,1,0.0313,0.0705,0.0,0.133,0.527,144.991,4,k-pop
7fzH38ofOIvZQwAQucwsKn,Alka Yagnik;Udit Narayan,Kasoor,Kitni Bechain Hoke,53,445120,False,0.583,0.814,6,-9.177,0,0.0616,0.491,0.00259,0.192,0.738,145.984,4,k-pop
4ROdFnoZNn2RTmwct0cVpx,BTS,Love Yourself 轉 'Tear',Love Maze,71,221529,False,0.637,0.876,9,-4.652,1,0.0618,0.0483,0.0,0.0728,0.759,149.93,4,k-pop
2cUzIBGMvx2BZ2Q1fzjdl1,Jessi,NUNA,NUNU NANA,68,195836,False,0.743,0.689,7,-2.846,1,0.0289,0.0198,0.0,0.708,0.504,104.936,4,k-pop
6HAbPNraOVHwShFFtRVTik,JEON SOMI,XOXO,DUMB DUMB,63,147240,False,0.853,0.748,2,-6.218,1,0.049,0.0177,0.000137,0.0698,0.383,103.045,4,k-pop
3YOWyqQrUPaVn0jxUFqYZb,Alka Yagnik;Udit Narayan,Qayamat Se Qayamat Tak,Akele Hain To Kya Gam Hai,54,357786,False,0.398,0.355,4,-12.434,0,0.0305,0.512,4.09e-05,0.146,0.634,143.147,4,k-pop
5thheALMKZqEl479BxqAnL,Alka Yagnik;Udit Narayan,Dil Hai Tumhaara (Original Motion Picture Soundtrack),Dil Laga Liya Maine,55,271000,False,0.609,0.935,0,-7.839,1,0.0609,0.403,9.17e-05,0.311,0.917,81.03,4,k-pop
4HkipUaRTXwhDqstRFz9oB,Yuvan Shankar Raja,Oye,Povodhe Prema,52,274933,False,0.683,0.492,1,-7.01,0,0.0288,0.51,0.00579,0.088,0.11,140.018,4,k-pop
1e5W7XCQSyGlq3Lg0l4HBV,Anuradha Paudwal;Kumar Sanu,Phool Aur Kaante (Original Motion Picture Soundtrack),Maine Pyar Tumhi Se Kiya Hai,53,422266,False,0.515,0.634,7,-9.866,1,0.0836,0.559,2.54e-06,0.158,0.8,120.041,4,k-pop
555NYWQ1PbmLJiTW6XFwtr,Raghu Dixit,Just Maath Maathali,Munjaane Manjalli,52,340244,False,0.39,0.505,9,-8.671,1,0.0381,0.421,0.0,0.0918,0.28,113.706,4,k-pop
4gdiCHNbwugojBqr5Jt3pq,Kep1er,FIRST IMPACT,WA DA DA,74,183693,False,0.785,0.907,10,-2.657,1,0.0938,0.00122,3.11e-06,0.213,0.685,126.004,4,k-pop
4TkknEEgy9mpbDtSA9ZrKV,Ilaiyaraaja;Amit Trivedi;Arijit Singh,Dear Zindagi (Original Motion Picture Soundtrack),"Ae Zindagi Gale Laga Le - Take, 1",52,171119,False,0.494,0.712,2,-6.605,0,0.0346,0.195,0.00028,0.108,0.386,156.059,4,k-pop
2WTHLEVjfefbGoW7F3dXIg,aespa,Girls - The 2nd Mini Album,Girls,78,240440,False,0.57,0.974,3,-0.173,0,0.325,0.115,0.000594,0.125,0.65,171.958,4,k-pop
5C6A1WXVfKvBBQmaFFnBgs,BTS,Love Yourself 承 'Her',Best Of Me,69,227191,False,0.655,0.756,8,-4.388,1,0.07,0.0298,0.0,0.396,0.469,121.936,4,k-pop
3dGnykeZl6O95Tjoe2h9pt,Yuvan Shankar Raja,Panjaa,Panjaa,51,214741,False,0.78,0.877,2,-1.778,1,0.0391,0.0265,0.00852,0.417,0.738,100.021,4,k-pop
078fJxqEUz0LvbHSM6AoXJ,Stray Kids,MAXIDENT,SUPER BOARD,73,185960,False,0.751,0.87,4,-2.551,0,0.0713,0.00653,0.0,0.077,0.412,103.019,4,k-pop
6Fnvi5QnVkTskSzeRvvQds,BTS,BE,Telepathy,70,202313,False,0.787,0.669,5,-4.333,0,0.0428,0.00782,0.0,0.123,0.57,104.994,4,k-pop
3FnDv33WrrMtuEr7hNR3ev,BTS,Skool Luv Affair,Boy in Luv,67,230778,False,0.491,0.947,0,-2.252,1,0.306,0.00261,0.0,0.34,0.474,166.236,4,k-pop
7pgrtaEuvl8zpBC80CDKYS,Alka Yagnik;Udit Narayan,Qayamat Se Qayamat Tak,Gazab Ka Hai Din,53,266720,False,0.526,0.278,7,-14.456,1,0.0392,0.873,0.000762,0.111,0.649,150.16,4,k-pop
0NFjUVEW0ndIiodGuMhHQU,BLACKPINK,BORN PINK,Ready For Love,64,184677,False,0.564,0.682,6,-6.688,1,0.113,0.0146,0.0,0.123,0.551,107.597,4,k-pop
4QDpsNBlllaLGj8zbF2EE0,Stray Kids,ODDINARY,Charmer,74,188573,False,0.786,0.762,1,-2.508,1,0.0519,0.0524,1.04e-05,0.0971,0.731,90.963,4,k-pop
1Wcr8zrKqbUX0zwN8Dbr16,ITZY,GUESS WHO,In the morning,72,172373,False,0.846,0.814,6,-4.685,0,0.149,0.0823,0.00094,0.13,0.722,140.055,4,k-pop
3Ys2PYl1wyPKQIwyqhP9cQ,BTS,MAP OF THE SOUL : 7 ~ THE JOURNEY ~,Stay Gold,68,243266,False,0.723,0.634,1,-5.415,1,0.0542,0.0892,0.0,0.0787,0.582,129.017,4,k-pop
33vfE5bxDMHpOFHMSgxehR,Stray Kids,MAXIDENT,"Can't Stop (Seungmin, I.N)",73,209666,False,0.645,0.87,1,-3.087,1,0.0465,0.00522,1.12e-06,0.101,0.79,119.973,4,k-pop
60dbY1IYizdQQVhC4QTyEc,Jubin Nautiyal;Payal Dev,Dil Chahte Ho,Dil Chahte Ho,53,252771,False,0.3,0.399,7,-6.951,1,0.0341,0.812,0.0,0.0978,0.225,78.755,4,k-pop
5KGQ4YAwDV8YolJhbFPSuT,Yuvan Shankar Raja;Mukesh;Priyadharshini,My Playlist: Yuvanshankar Raja,"Where Is the Party (From ""Silambattam"")",53,318506,False,0.55,0.92,1,-4.057,1,0.0564,0.0159,0.000915,0.213,0.668,135.804,4,k-pop
6PRy17C5LiiN7VCLS6IA98,ENHYPEN,MANIFESTO : DAY 1,Future Perfect (Pass the MIC),77,180750,False,0.658,0.9,9,-3.479,0,0.264,0.0364,0.0,0.0771,0.526,156.096,4,k-pop
7CQhZA3qNDZBoTKWqjD7gR,Stray Kids,MAXIDENT,Give Me Your TMI,74,198173,False,0.749,0.862,11,-3.494,0,0.136,0.0513,0.0,0.0944,0.824,97.982,4,k-pop
4b5m9ozBsFjIhDbg0IRpbL,Ilaiyaraaja;Kamal Haasan,Nayagan (Original Motion Picture Soundtrack),Thenpandi Cheemayile,53,272639,False,0.462,0.217,4,-11.436,0,0.0466,0.873,0.0,0.339,0.388,120.971,3,k-pop
4XFNtx84dAt6jxKEniIVuY,Yuvan Shankar Raja;Javed Ali;Sowmya Raoh,Vaamanan (Original Motion Picture Soundtrack),Aedho Saigirai,53,292960,False,0.639,0.641,0,-8.381,0,0.0321,0.166,0.00113,0.0937,0.366,84.992,4,k-pop
1LxpfJKJuEqAA6vhzaQOKS,Alka Yagnik,Gumraah - Jhankar Beats,Tere Pyar Ko Salam O Sanam - Jhankar Beats,0,266383,False,0.505,0.87,9,-9.392,0,0.165,0.512,0.346,0.085,0.445,112.102,4,k-pop
1A1YlVucS5hugYaeWXfCA8,Yuvan Shankar Raja,Mankatha (Original Motion Picture Soundtrack),Mankatha Theme Music,52,184866,False,0.678,0.375,5,-6.992,0,0.0293,0.25,0.908,0.209,0.202,89.994,4,k-pop
2Wkm4JBcIV2uSuu4qlbqFN,BTS,MAP OF THE SOUL : PERSONA,Dionysus,68,249215,False,0.502,0.91,7,-2.769,1,0.107,0.04,0.0,0.319,0.588,176.084,4,k-pop
7jPCPDYoiaKeK7cgNGpIzq,BTS,The Most Beautiful Moment in Life Pt.1,Dope,68,240020,False,0.595,0.89,10,-3.109,0,0.245,0.0486,0.0,0.32,0.62,154.071,4,k-pop
2X3UgVLSA4wYriGIQyYmMA,BTS,Love Yourself 結 'Answer',Answer : Love Myself,69,251279,False,0.568,0.793,1,-3.749,1,0.0406,0.189,0.0,0.111,0.45,108.051,4,k-pop
3EeyaFOWvqer0qaEMrFyAz,Yuvan Shankar Raja,"Voice of Yuvanshankar Raja, Vol. 2","Yedho Ondru Ennai (From ""Paiya"")",52,213520,False,0.858,0.447,10,-7.917,1,0.0343,0.67,9.19e-05,0.0738,0.256,119.98,4,k-pop
6nQp6Nxx1SwpOkze3Jf1Wo,Yuvan Shankar Raja;Udit Narayan;Suchitra,Yaaradi Nee Mohini (Original Motion Picture Soundtrack),Nenjai Kasakki,52,308693,False,0.681,0.65,5,-9.66,1,0.435,0.0969,0.0,0.355,0.661,80.078,4,k-pop
3vli2UCALTW8ujkqWpiyk8,Yuvan Shankar Raja;Krishnaraj;Velmurugan;Sathyan,Kazhugoo (Original Motion Picture Soundtrack),Aambalaikum Pombalaikum,53,301173,False,0.856,0.682,1,-8.146,1,0.157,0.432,0.00379,0.224,0.767,127.982,4,k-pop
0wHFktze2PHC5jDt3B17DC,Jack Harlow,Come Home The Kids Miss You,First Class,79,173947,True,0.902,0.582,5,-5.902,0,0.109,0.111,3.18e-06,0.111,0.332,107.005,4,k-pop
73VzVNv23PBqUPyqxRHMZR,Jubin Nautiyal,Pyaar Tune Kya Kiya,Pyaar Tune Kya Kiya,52,215063,False,0.543,0.602,8,-10.354,0,0.0389,0.624,3.14e-06,0.545,0.382,89.979,4,k-pop
5BqBeEwb9sqUtRLKyzgQQe,Anuradha Paudwal;Kumar Sanu,Aashiqui,Tu Meri Zindagi Hai,53,285280,False,0.507,0.56,10,-7.177,0,0.034,0.878,0.000572,0.338,0.592,127.318,4,k-pop
3U4DN2lz0IPxewpymAS1ZK,Jubin Nautiyal;Payal Dev;Manoj Muntashir,Meri Mai,Meri Mai,52,287075,False,0.525,0.807,8,-6.011,1,0.0369,0.496,8.2e-06,0.0938,0.887,89.863,4,k-pop
1VfUpyKz9uN7et8t6Qhe7v,Jubin Nautiyal;Payal Dev,Dil Lauta Do,Dil Lauta Do,52,302207,False,0.435,0.53,2,-5.922,0,0.0277,0.562,0.0,0.0947,0.334,100.51,4,k-pop
4iJyTp1KwCeBKhf7h0SwsD,WINNER,FATE NUMBER FOR,REALLY REALLY,64,203056,False,0.765,0.77,2,-3.16,1,0.0592,0.167,0.0,0.0854,0.581,103.005,4,k-pop
5Yk5pn38SvDWN0cIv3lLNz,Jubin Nautiyal,Govind Bolo,Govind Bolo,52,150139,False,0.495,0.484,2,-10.923,1,0.0391,0.313,0.0,0.104,0.592,126.632,5,k-pop
5ajXGmJGBs1IOEgvsVmPWB,All Ok,Good Morning,Good Morning,50,213571,False,0.659,0.633,1,-5.343,1,0.0334,0.0621,0.0128,0.334,0.0752,125.939,4,k-pop
2u5Jh4U0GNJWDuafMQQygq,Tanir;Tyomcha;Mikis,Da Da Da (Remix by Mikis),Da Da Da - Remix by Mikis,54,183100,False,0.852,0.967,9,-1.661,0,0.0722,0.395,0.000324,0.433,0.891,124.024,4,k-pop
6dG2zPUOWXk3eMC7Hb3wh3,JEON SOMI,DUMB DUMB,DUMB DUMB,59,149213,False,0.85,0.734,2,-6.415,1,0.0491,0.0221,0.000179,0.0728,0.406,103.027,4,k-pop
2QZe2H1f03t5PJWEMg2Mbe,BTS,MAP OF THE SOUL : 7,UGH!,69,225012,False,0.72,0.824,10,-5.086,0,0.128,0.0394,0.0,0.0509,0.333,165.996,4,k-pop
3UUY5QQuhs48YjWihSA0ha,All Ok;Arvind KP;Divya Urduga;Raghu Vine Store,Yaakinge 2,Yaakinge 2,51,266959,False,0.667,0.545,1,-8.088,1,0.0524,0.785,0.016,0.106,0.531,147.988,4,k-pop
1ycq2btx7kf6bXdWILZhXa,Anupam Roy,Piku,Bezubaan,53,341177,False,0.403,0.56,2,-7.46,1,0.0362,0.354,5.71e-06,0.125,0.168,155.701,4,k-pop
2zrhoHlFKxFTRF5aMyxMoQ,aespa,Next Level,Next Level,74,221573,False,0.82,0.852,11,-2.567,0,0.166,0.488,5.94e-06,0.0907,0.82,109.036,4,k-pop
2B5hlXEiWAqZ9U6GwuyBSk,Jubin Nautiyal;Meet Bros.,Bedardi Se Pyaar Ka,Bedardi Se Pyaar Ka,52,255186,False,0.664,0.637,2,-4.338,0,0.0508,0.549,0.0,0.277,0.403,93.137,4,k-pop
66eUlx0WYK1Jc56bIinkF9,Alka Yagnik;Udit Narayan,Raaz (Original Motion Picture Soundtrack),Kitna Pyaara Hai,52,261000,False,0.591,0.828,7,-10.309,0,0.0539,0.138,1.38e-06,0.323,0.881,89.981,4,k-pop
5npCUsfrlhdyjxyCa32maW,Stray Kids,Christmas EveL,Christmas EveL,67,178529,False,0.878,0.777,5,-3.702,0,0.163,0.0437,0.0,0.401,0.878,139.989,4,k-pop
3nZr2Anx8AEkI3thetbBzP,Jubin Nautiyal;Payal Dev;Rashmi Virag,Barsaat Ho Jaaye,Barsaat Ho Jaaye,52,250124,False,0.59,0.908,8,-4.137,0,0.0475,0.392,3.12e-06,0.257,0.784,87.989,4,k-pop
2xeaHUnzzT5Kc974OQt1kA,ITZY,GUESS WHO,SHOOT!,67,139213,False,0.852,0.762,6,-4.448,0,0.0487,0.333,1.66e-06,0.159,0.907,131.958,4,k-pop
5NVkktUlAylhk7f0t63eth,Sunwoojunga,Extraordinary Attorney Woo (Original Television Soundtrack) Pt. 2,Beyond My Dreams,63,185508,False,0.519,0.352,7,-8.332,1,0.0244,0.762,0.0,0.113,0.269,78.943,3,k-pop
4gZGAVECoiutzp64KSHNjE,BTS,Love Yourself 承 'Her',MIC Drop,67,238193,False,0.667,0.889,6,-4.851,1,0.0917,0.00912,0.0,0.0816,0.541,169.961,4,k-pop
1nWB8isqs2tviWk20G5pow,BTS,Wings,Lie,70,215752,False,0.541,0.779,6,-5.581,0,0.033,0.00338,0.0,0.177,0.501,94.069,3,k-pop
38wTTpiltGsXGslrWMVmbw,Alka Yagnik,Zakhm,Gali Mein Chand - Happy,52,309413,False,0.427,0.402,2,-12.541,1,0.0462,0.763,2.31e-06,0.487,0.624,103.379,4,k-pop
2eQAL7TZCiU1nXM3avyXtC,Anuradha Paudwal;Manhar Udhas;Laxmikant–Pyarelal,Hero,Too Mera Hero Hai,52,489293,False,0.411,0.407,9,-17.51,0,0.0363,0.72,4.84e-06,0.0827,0.578,82.799,4,k-pop
10nnCsc6unlme3bImINZV3,Alka Yagnik;Vinod Rathod,Deewana (Original Motion Picture Soundtrack),Aisi Deewangi,52,415476,False,0.444,0.755,1,-9.801,0,0.0528,0.512,7.71e-05,0.0554,0.619,115.051,4,k-pop
3AgMOlgdrG9RJXDWifcjVd,BLACKPINK;Cardi B,THE ALBUM,Bet You Wanna (Feat. Cardi B),64,159168,False,0.541,0.688,7,-5.184,1,0.198,0.00479,0.0,0.0733,0.649,109.843,4,k-pop
1o8MqUvBiDIXxof2TuuPSX,Alka Yagnik;Udit Narayan,Raja Hindustani (Original Motion Picture Soundtrack),Kitna Pyaara Tujhe Rabne Banaya,52,382000,False,0.368,0.695,2,-12.31,0,0.057,0.641,7.48e-05,0.191,0.835,173.7,4,k-pop
3JeLa5o0NxQjQHhVYaTLV0,Stray Kids,MAXIDENT,CIRCUS (Korean Ver.),70,194400,False,0.788,0.795,5,-3.676,0,0.0948,0.031,0.0,0.0302,0.703,98.004,4,k-pop
517jKnHDXP1tjEb4VV4s1U,Vijay Antony;Vineeth Sreenivasan;Ranjith;Janaki Iyer,Angadi Theru (Original Motion Picture Soundtrack),Aval Appadi Onrum,51,257665,False,0.421,0.522,9,-5.803,1,0.0281,0.554,0.0,0.0705,0.521,74.865,4,k-pop
77feKtBcyhRv4SE2u6dd9R,Yuvan Shankar Raja;Harini Ivaturi,Radhe Shyam,Ee Raathale,52,232762,False,0.63,0.528,9,-8.574,0,0.0311,0.0284,2.63e-06,0.107,0.551,124.0,4,k-pop
78iiDXq2EBsTwnnJJWCuLy,Jagjit Singh,Dushman,Chithi Na Koi Sandesh-Jagjit Singh,51,397560,False,0.797,0.57,4,-7.959,1,0.0354,0.0994,4.3e-05,0.452,0.598,113.071,4,k-pop
0VFWGbcDfPMFjXxjZJ9vgd,Yuvan Shankar Raja;Sid Sriram;Vignesh Shivan,"Mother Song (From ""Valimai"")","Mother Song (From ""Valimai"")",51,241846,False,0.607,0.536,9,-7.285,1,0.0336,0.287,0.0,0.461,0.436,129.97,4,k-pop
62UqZv8jJwfXpKENrnk8OJ,Yuvan Shankar Raja;Rahul Nambiar;Saindhavi,Awaara (Original Motion Picture Soundtrack),Arere Vaanaa,51,266773,False,0.756,0.681,6,-9.769,0,0.0928,0.304,0.0387,0.0657,0.641,179.97,3,k-pop
7AqdmyhxeYqwfwW52TTPdF,Yuvan Shankar Raja;Shankar Mahadevan,Billa (Original Motion Picture Soundtrack),Vethalaiya Potendi,51,262120,False,0.822,0.948,1,-3.178,1,0.127,0.174,0.00131,0.0821,0.821,120.025,4,k-pop
